code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
49121,49,12,34,62,11,3,0,0,1,4,36,47,15
32121,32,18,49,74,21,0,8,0,0,5,54,48,27
09121,09,14,84,73,27,4,4,0,6,8,108,44,27
79121,79,11,32,42,7,3,3,0,0,2,33,34,13
58121,58,93,431,383,122,14,20,9,16,21,322,301,113
40121,40,5,30,36,7,1,5,0,0,3,12,27,15
37121,37,2,30,32,5,1,2,3,10,0,27,27,4
50121,50,11,26,28,8,0,2,0,0,5,15,21,6
71121,71,8,34,30,11,0,0,0,7,3,23,27,13
41121,41,0,4,1,1,5,0,0,6,0,0,0,0
47121,47,11,40,22,8,0,0,0,0,6,22,27,8
18121,18,4,18,9,7,4,0,3,0,0,1,10,2
12121,12,22,55,91,19,1,6,4,0,3,55,60,26
22121,22,31,137,227,69,11,9,0,19,2,154,162,71
86121,86,33,145,178,56,12,12,0,0,10,150,138,50
85121,85,30,95,145,30,5,1,6,5,2,70,123,29
56121,56,1152,4142,6637,1714,173,339,86,375,139,4012,4965,1726
19121,19,57,197,300,73,9,14,7,40,10,226,190,68
36121,36,3,21,23,9,0,3,0,2,1,16,13,7
44121,44,4,26,60,15,0,7,1,0,6,34,40,16
971121,971,70,537,1211,406,84,81,22,112,49,945,594,411
62122,62,3,57,24,3,0,0,0,13,0,34,17,8
02122,02,1,3,9,6,5,4,0,0,0,0,0,2
91122,91,330,690,1072,281,27,58,20,35,59,891,785,279
21122,21,10,39,31,8,0,0,0,0,5,27,32,13
76122,76,9,65,50,10,2,6,0,0,7,58,43,11
59122,59,678,4020,2854,831,87,120,28,214,130,3016,2435,798
60122,60,8,66,48,9,0,0,2,10,0,37,34,10
57122,57,23,93,63,19,0,6,5,0,0,44,52,17
33122,33,393,1587,2307,638,56,156,23,178,63,1843,1503,644
70122,70,60,283,169,27,17,16,14,19,11,125,150,35
51122,51,5,13,18,3,0,2,0,0,6,0,19,5
25122,25,9,47,41,16,3,0,5,1,2,27,36,9
52122,52,5,15,12,2,3,0,1,0,4,0,16,8
71122,71,13,58,62,19,6,6,0,0,0,44,44,14
39122,39,8,15,14,4,0,0,3,0,0,5,12,3
77122,77,600,2134,2113,506,60,93,37,127,127,1885,1630,519
61122,61,5,11,9,0,0,2,0,8,1,3,7,0
89122,89,17,81,51,16,7,2,0,0,1,36,52,19
88122,88,9,53,36,5,4,0,3,0,0,33,28,13
28122,28,51,198,161,37,1,6,5,0,4,112,173,46
45122,45,36,142,152,29,1,11,3,4,2,92,137,41
10122,10,4,31,15,8,0,0,2,10,1,12,28,4
32122,32,3,34,34,13,5,5,0,0,0,21,29,15
09122,09,134,877,848,341,24,57,11,157,22,1065,500,319
79122,79,16,52,69,16,2,6,4,4,0,53,48,25
58122,58,7,61,48,15,0,0,4,13,0,44,33,18
40122,40,25,91,119,36,0,5,0,16,2,98,85,35
37122,37,829,2910,3753,1088,100,163,62,240,151,2934,3285,1056
14122,14,4,8,16,8,6,0,0,0,3,16,10,5
47122,47,0,16,13,7,0,0,0,4,0,21,19,6
18122,18,2,28,21,9,2,0,0,0,0,12,19,10
12122,12,8,18,27,4,0,0,0,0,5,5,21,0
22122,22,10,53,103,26,3,2,0,0,5,71,62,35
86122,86,4,7,8,1,0,1,0,1,1,3,10,5
56122,56,38,138,202,61,7,8,10,21,8,124,161,61
19122,19,4,12,20,11,0,0,0,22,0,14,13,1
41122,41,2,35,28,5,5,3,1,0,0,12,22,9
36122,36,5,23,24,6,0,0,0,0,4,21,15,3
44122,44,90,254,527,158,11,16,6,0,12,364,368,142
971122,971,74,434,971,327,49,68,17,29,34,708,468,318
62123,62,11,74,50,8,4,1,5,0,7,35,38,11
86123,86,69,266,345,102,18,12,8,7,20,288,255,99
76123,76,29,132,112,32,0,1,0,0,1,106,92,36
02123,02,3,49,26,2,0,2,3,20,0,18,21,2
21123,21,1,4,8,1,2,0,0,1,0,9,2,2
27123,27,11,65,34,11,6,0,2,10,1,31,31,7
14123,14,51,214,269,73,7,8,7,27,0,193,212,68
59123,59,39,237,154,40,2,11,0,7,10,178,143,47
60123,60,7,64,37,5,4,2,2,0,3,34,42,12
57123,57,95,405,296,73,9,21,5,18,17,273,243,84
78123,78,266,766,1666,397,39,41,29,79,69,868,1549,403
71123,71,10,50,43,15,2,2,0,0,2,25,43,14
52123,52,36,220,126,31,7,7,6,0,5,71,114,31
77123,77,20,74,66,15,0,0,0,15,2,72,51,15
61123,61,1,22,23,9,1,0,0,3,5,12,29,8
89123,89,13,40,24,7,0,0,4,0,4,8,20,11
33123,33,36,172,253,72,8,18,0,31,11,202,152,67
88123,88,6,38,28,4,6,1,0,2,4,21,25,11
28123,28,9,67,51,16,0,6,1,14,1,33,48,8
45123,45,66,213,220,56,9,12,0,21,5,148,205,44
10123,10,23,129,91,19,2,0,0,8,3,65,99,19
49123,49,45,137,211,43,6,7,0,0,11,113,175,54
32123,32,13,46,53,26,4,0,3,9,3,43,49,26
09123,09,7,8,13,9,5,0,0,0,3,17,6,4
58123,58,0,12,21,9,3,5,1,0,5,0,14,4
40123,40,27,93,134,45,7,11,0,22,5,117,96,50
79123,79,47,190,300,77,8,16,6,8,21,196,205,72
47123,47,5,54,40,12,1,0,0,0,3,35,40,16
37123,37,110,395,511,157,17,20,11,11,25,394,450,139
85123,85,7,33,33,8,6,1,4,0,0,15,39,7
56123,56,53,190,317,77,10,11,6,27,10,207,233,77
19123,19,185,663,1034,248,38,56,12,115,27,777,636,233
41123,41,18,51,53,14,6,4,0,0,0,32,44,12
36123,36,28,111,88,27,3,9,3,0,5,84,87,31
44123,44,27,59,135,36,2,4,2,0,8,87,100,42
62124,62,13,72,43,12,1,3,0,0,0,32,37,12
76124,76,9,50,50,14,0,2,1,0,6,46,39,9
02124,02,14,119,57,18,6,1,6,3,1,52,49,19
27124,27,6,35,19,4,0,1,0,0,4,13,27,7
59124,59,55,324,225,68,15,8,0,12,15,240,196,57
60124,60,3,39,21,3,1,5,0,15,2,28,26,2
78124,78,251,762,1679,408,22,59,22,91,57,969,1611,407
57124,57,61,335,249,62,17,13,6,23,21,187,210,68
21124,21,3,29,20,4,0,0,0,7,3,14,20,11
33124,33,9,63,83,20,0,4,6,4,7,78,48,23
70124,70,0,11,10,0,1,6,2,0,0,4,3,5
51124,51,5,9,8,0,1,2,0,0,4,0,2,2
25124,25,8,27,24,10,1,0,2,0,1,2,22,11
39124,39,10,48,48,9,5,0,0,2,5,39,36,12
71124,71,5,23,26,8,5,0,0,1,0,20,15,6
52124,52,6,13,10,5,0,0,3,0,0,0,7,0
77124,77,44,174,175,52,0,3,0,30,7,166,145,51
89124,89,41,161,122,30,0,4,0,3,1,104,106,34
28124,28,23,82,76,20,0,0,0,0,7,52,65,13
88124,88,30,122,78,19,6,6,2,0,5,56,64,19
45124,45,8,26,18,8,0,0,1,0,4,6,16,3
10124,10,4,40,18,8,4,6,0,0,6,6,31,7
32124,32,7,18,24,3,6,0,0,0,0,21,13,9
58124,58,17,89,82,27,3,10,5,9,2,78,66,21
40124,40,7,9,15,6,2,0,0,0,3,8,9,8
14124,14,18,59,72,14,1,7,0,0,0,50,60,14
50124,50,1,14,21,3,5,0,0,0,0,0,10,9
61124,61,9,63,48,16,2,3,5,0,0,28,61,18
47124,47,8,24,24,0,6,0,0,0,0,11,21,7
37124,37,64,226,276,80,5,5,5,17,12,209,242,79
12124,12,10,30,50,9,1,0,3,16,0,32,34,15
86124,86,28,109,139,34,6,6,0,0,0,106,95,35
18124,18,4,40,36,13,0,7,0,0,0,19,27,12
09124,09,22,99,98,31,4,9,2,6,4,116,55,31
44124,44,13,39,85,25,0,0,1,13,5,72,66,27
79124,79,2,9,9,6,4,0,0,2,0,6,11,6
22124,22,5,15,28,11,6,1,0,0,0,1,19,10
56124,56,65,243,371,103,7,16,10,0,5,197,290,88
19124,19,32,126,181,53,8,8,2,15,7,140,111,36
41124,41,8,50,43,9,5,2,0,0,4,20,36,7
36124,36,5,42,25,12,0,0,2,1,0,32,30,6
971124,971,91,656,1432,482,74,97,26,95,43,1138,676,475
62125,62,19,88,43,17,7,8,0,0,7,43,37,10
76125,76,25,157,130,44,3,8,5,24,5,146,108,33
02125,02,10,42,18,10,6,0,2,0,2,0,13,10
27125,27,26,96,61,17,8,0,0,0,3,61,70,19
14125,14,45,207,243,61,11,4,6,29,0,174,198,70
60125,60,21,101,64,11,3,1,6,14,2,64,67,10
59125,59,10,57,35,15,2,1,5,0,0,28,37,15
57125,57,9,65,54,9,0,0,0,8,4,42,34,8
52125,52,36,171,88,26,4,6,3,15,2,49,107,15
70125,70,5,28,21,10,4,6,0,0,4,0,17,10
51125,51,3,6,0,0,2,1,0,1,0,4,7,0
25125,25,2,33,25,8,0,0,5,18,0,22,23,2
71125,71,1,0,8,0,3,0,0,0,0,0,0,5
33125,33,40,163,220,72,8,15,0,44,4,188,142,65
77125,77,44,147,153,39,8,6,0,13,4,141,123,32
89125,89,17,94,71,19,7,5,0,2,5,63,63,21
21125,21,3,27,30,10,5,2,0,7,0,31,27,14
88125,88,0,12,7,2,0,3,2,0,0,0,11,1
10125,10,10,40,29,1,0,0,3,17,0,15,27,4
45125,45,7,9,13,5,0,0,1,0,5,0,12,4
49125,49,277,826,1306,318,43,83,32,88,46,821,1166,332
32125,32,0,15,12,6,5,0,3,0,4,8,14,6
79125,79,42,136,214,62,16,14,10,0,2,153,153,57
09125,09,4,45,43,15,6,3,3,5,7,63,30,23
58125,58,0,16,8,0,4,0,2,0,5,5,3,5
40125,40,33,130,164,55,6,8,0,19,2,140,108,62
78125,78,14,57,134,26,3,0,6,0,6,68,131,32
47125,47,2,42,37,6,0,1,0,7,0,25,32,5
12125,12,8,27,35,6,2,2,4,27,0,27,27,6
86125,86,19,45,64,23,1,2,0,21,0,46,41,12
85125,85,10,34,47,7,5,4,3,0,0,8,46,8
37125,37,15,46,43,20,4,1,0,0,1,36,38,15
18125,18,34,132,131,30,4,8,6,0,10,116,116,30
56125,56,39,154,240,53,16,20,7,23,8,128,182,65
19125,19,28,91,131,35,0,7,2,0,9,89,92,36
41125,41,25,106,82,25,7,2,6,0,3,58,94,24
36125,36,7,12,15,9,4,0,5,0,3,2,9,4
44125,44,78,200,418,122,16,22,10,0,12,311,297,123
971125,971,142,955,2116,717,111,157,43,134,69,1652,1022,713
62126,62,210,1550,825,211,48,62,14,53,24,844,634,233
76126,76,6,32,26,6,3,1,0,14,0,36,28,5
02126,02,15,93,46,6,2,0,0,0,6,36,39,16
14126,14,28,129,157,49,9,7,3,0,5,84,137,36
27126,27,36,175,117,27,1,4,3,0,0,92,97,32
60126,60,12,82,60,15,0,7,0,7,0,43,41,16
59126,59,41,218,159,41,3,10,0,0,8,147,132,41
21126,21,20,75,69,22,1,3,2,0,6,39,56,21
57126,57,13,46,27,3,2,4,0,11,0,22,27,10
70126,70,9,31,16,8,1,0,0,4,4,13,13,3
25126,25,6,52,41,17,2,7,2,0,4,31,49,12
39126,39,12,42,46,14,6,3,1,0,0,26,40,5
50126,50,9,11,10,7,1,0,0,0,0,9,14,8
71126,71,20,68,73,19,4,0,4,0,7,54,50,14
52126,52,0,33,20,2,6,3,0,0,0,12,13,0
33126,33,14,76,98,31,3,9,0,4,0,86,76,36
77126,77,41,178,169,51,5,7,2,10,8,167,145,40
61126,61,7,53,50,11,1,2,3,5,0,26,52,16
89126,89,0,4,7,6,4,4,0,0,0,2,1,0
28126,28,7,21,20,3,0,3,0,4,1,15,14,10
88126,88,44,194,128,38,5,5,8,7,6,116,124,31
10126,10,4,28,14,1,4,3,4,0,0,1,21,4
45126,45,73,308,311,73,7,14,0,15,6,211,280,72
32126,32,1,20,15,5,3,0,0,0,4,11,21,12
09126,09,0,16,8,5,0,0,1,2,0,10,10,9
58126,58,13,53,46,8,0,8,5,0,0,26,41,16
40126,40,32,164,199,81,5,19,0,56,1,165,161,63
78126,78,372,1178,2565,591,62,48,24,67,102,1435,2450,613
51126,51,2,5,10,4,3,0,2,0,0,0,4,1
44126,44,100,310,696,201,10,22,9,40,14,523,472,190
47126,47,1,11,8,2,0,1,0,12,0,4,6,5
22126,22,0,8,20,5,0,2,0,16,0,10,8,6
86126,86,12,60,71,15,7,4,5,0,5,36,51,25
37126,37,9,25,42,15,3,5,2,0,0,11,29,15
79126,79,13,33,59,17,3,8,0,0,4,33,34,13
18126,18,32,181,152,31,3,6,1,4,5,146,143,37
85126,85,30,122,174,26,10,3,0,11,0,86,167,29
19126,19,6,19,35,4,3,0,0,5,0,22,19,11
41126,41,36,139,104,26,3,2,5,6,7,77,120,29
56126,56,65,210,324,87,18,14,10,8,15,194,246,94
36126,36,16,57,39,17,5,6,2,0,0,29,41,15
971126,971,34,200,505,157,43,32,7,33,13,381,220,160
62127,62,7,68,32,13,3,0,3,0,3,29,27,7
02127,02,7,31,21,4,5,0,0,0,1,9,17,9
14127,14,7,41,56,12,5,3,2,9,0,46,53,12
27127,27,12,92,54,19,5,7,0,0,1,52,61,13
60127,60,7,60,43,6,5,6,3,0,2,27,27,7
59127,59,4,30,19,7,4,0,4,0,1,3,11,9
95127,95,908,3438,5075,1338,97,167,49,288,294,4635,3706,1404
21127,21,11,56,57,14,0,7,2,24,0,46,49,10
70127,70,4,21,12,1,0,6,0,0,0,6,11,1
57127,57,3,15,20,8,0,1,1,0,4,11,9,3
25127,25,55,241,255,60,7,11,3,11,14,175,233,64
39127,39,7,16,8,7,0,1,0,0,0,3,6,0
71127,71,4,2,14,3,0,1,5,0,0,0,11,4
52127,52,6,12,10,0,0,0,4,0,2,0,8,0
33127,33,0,22,22,12,4,2,5,0,6,0,22,8
77127,77,33,129,141,38,3,1,4,9,3,133,102,32
89127,89,18,108,75,13,4,4,1,12,4,52,63,13
28127,28,33,163,138,37,4,12,0,0,1,91,139,34
88127,88,2,2,8,0,0,0,1,7,0,6,0,0
10127,10,7,3,8,6,1,0,0,0,5,0,3,0
45127,45,81,297,313,71,3,20,6,18,9,208,275,88
49127,49,79,278,434,100,21,19,7,33,7,254,393,97
32127,32,12,67,80,22,0,3,0,23,0,70,54,28
09127,09,4,13,15,1,0,2,5,0,0,9,2,9
58127,58,8,25,28,5,0,0,0,0,0,18,22,7
40127,40,13,55,71,24,6,9,0,21,5,57,52,25
51127,51,0,13,13,0,0,0,3,6,3,7,10,4
79127,79,13,62,97,19,1,3,0,9,5,59,72,27
41127,41,14,49,36,11,7,7,0,0,6,31,37,13
44127,44,51,157,322,92,11,8,0,21,6,239,219,103
47127,47,17,81,71,15,0,9,2,25,0,65,57,16
37127,37,4,31,38,14,1,6,0,0,0,13,32,15
86127,86,12,47,61,14,7,0,2,0,0,45,40,11
18127,18,48,160,157,36,6,10,10,0,8,119,135,25
85127,85,78,266,357,62,10,10,1,51,11,209,336,78
12127,12,28,72,117,25,0,9,6,2,0,96,88,32
22127,22,30,142,243,67,3,18,5,15,10,176,148,71
56127,56,80,247,401,101,20,13,4,19,17,228,294,113
36127,36,50,223,188,51,16,5,10,0,2,135,171,60
62128,62,95,704,384,112,15,25,6,67,10,376,292,94
76128,76,11,55,54,12,0,0,3,14,5,52,39,16
02128,02,37,251,135,25,9,10,7,0,10,110,122,32
60128,60,2,37,19,4,6,2,0,0,3,15,21,2
59128,59,60,309,207,55,4,19,2,11,5,217,192,54
78128,78,32,97,217,43,5,1,0,0,11,87,205,56
21128,21,8,26,28,6,5,0,4,0,5,18,29,11
57128,57,6,32,24,9,4,6,0,0,0,20,24,9
39128,39,43,162,139,36,0,10,0,16,7,150,134,39
71128,71,3,12,11,4,0,1,1,0,5,0,15,6
52128,52,1,17,12,8,5,4,3,0,0,7,9,1
33128,33,11,55,70,19,0,5,0,14,0,62,42,25
77128,77,59,195,218,45,7,4,8,0,15,182,165,52
89128,89,2,18,12,0,0,0,0,3,0,10,19,6
28128,28,10,45,45,11,0,6,1,0,0,18,43,12
88128,88,10,31,27,3,6,0,2,0,4,16,24,9
10128,10,0,10,13,5,0,3,1,0,0,4,13,7
32128,32,8,25,19,10,1,1,4,1,5,18,15,5
79128,79,28,72,118,27,5,5,0,7,0,89,84,30
09128,09,6,32,38,16,0,6,5,0,3,29,21,10
58128,58,6,15,11,0,2,4,1,0,0,13,8,0
40128,40,18,74,100,31,4,8,2,15,4,71,58,27
70128,70,18,66,50,15,0,0,0,0,6,24,38,15
51128,51,0,6,4,0,0,0,0,13,0,0,10,2
47128,47,25,146,126,40,3,12,2,18,1,112,116,36
86128,86,60,229,285,87,15,18,2,0,7,209,208,81
12128,12,10,25,31,12,6,0,2,0,0,23,25,6
37128,37,33,103,135,40,5,6,2,21,8,123,119,34
18128,18,4,24,18,2,0,3,0,0,5,7,8,6
22128,22,2,35,55,19,0,3,2,0,3,26,32,13
85128,85,261,913,1296,228,40,69,9,98,24,728,1240,248
19128,19,4,23,31,6,4,3,0,8,0,32,22,8
41128,41,22,87,77,17,5,1,2,0,3,64,83,27
56128,56,37,133,199,60,4,7,1,22,2,126,144,62
36128,36,42,202,174,52,9,12,0,19,8,147,159,44
44128,44,110,323,679,189,15,19,0,36,4,494,426,180
971128,971,198,1473,3260,1087,188,229,44,191,108,2542,1597,1086
62129,62,8,23,6,0,4,0,0,0,4,6,2,2
76129,76,7,24,15,8,0,0,5,3,5,16,10,4
02129,02,0,1,5,0,4,0,0,0,0,1,5,0
27129,27,22,103,64,20,6,0,3,0,3,45,58,21
59129,59,43,317,231,72,4,14,1,19,8,219,190,50
60129,60,41,240,142,40,7,6,2,0,3,121,128,41
91129,91,102,248,410,116,13,1,6,16,14,339,278,98
21129,21,4,1,9,0,4,0,0,0,0,4,2,2
51129,51,1,24,25,8,3,0,0,4,2,21,19,6
57129,57,22,105,73,16,2,2,0,0,3,63,56,24
25129,25,0,16,12,9,5,1,3,0,5,5,8,6
39129,39,15,39,38,10,5,5,0,0,5,25,32,4
50129,50,1983,7258,8727,2220,331,466,147,413,230,5697,7648,2214
71129,71,9,36,30,5,5,4,2,5,0,28,32,9
52129,52,1,12,9,8,4,1,3,0,4,0,17,4
33129,33,4,13,26,7,3,0,0,0,0,7,17,9
77129,77,15,67,60,19,6,8,3,0,7,51,53,13
61129,61,11,38,31,13,0,1,0,5,0,23,43,4
89129,89,15,58,53,9,6,8,0,0,1,29,51,13
28129,28,16,85,75,23,3,9,0,24,0,57,79,21
88129,88,6,13,14,0,0,1,0,0,6,5,17,8
10129,10,5,40,27,9,4,0,5,4,1,15,41,6
45129,45,37,158,136,32,0,11,2,32,2,101,133,32
49129,49,109,344,538,132,19,22,4,49,6,367,484,134
32129,32,0,15,10,2,0,5,5,0,0,12,16,11
79129,79,31,144,201,50,1,11,2,43,5,145,150,56
09129,09,6,26,17,9,0,0,2,6,0,21,12,2
58129,58,3,24,26,6,0,0,0,1,3,17,10,10
40129,40,17,81,96,29,0,0,0,30,3,80,65,38
70129,70,1,25,13,0,6,0,0,2,0,11,15,6
47129,47,8,42,36,5,2,3,0,0,0,21,25,10
85129,85,84,280,408,75,16,27,14,22,16,233,410,71
12129,12,17,33,63,14,3,7,0,11,0,52,48,10
37129,37,32,90,113,29,3,8,2,0,8,86,101,31
18129,18,4,23,22,10,2,6,2,0,1,0,15,7
22129,22,2,0,11,6,4,6,0,0,1,0,11,4
86129,86,15,52,61,22,7,7,4,0,4,31,45,11
41129,41,25,74,67,18,0,3,2,2,3,57,76,14
19129,19,12,60,93,15,4,4,0,21,5,65,55,21
36129,36,13,77,57,13,5,2,0,11,5,49,60,13
56129,56,34,124,201,55,3,10,8,0,6,106,145,54
44129,44,229,683,1363,376,26,55,19,47,40,988,957,372
971129,971,154,1199,2726,893,141,172,50,123,107,2121,1293,893
62130,62,21,112,63,17,5,9,1,0,5,49,41,15
76130,76,3,32,26,9,0,3,0,8,0,29,27,13
02130,02,6,41,24,7,0,0,5,0,6,1,20,3
14130,14,6,25,18,9,6,2,0,0,2,5,21,9
27130,27,7,68,45,8,1,6,5,0,4,34,36,10
59130,59,30,164,111,27,4,4,3,17,4,113,93,31
60130,60,30,158,98,23,1,1,0,0,6,92,96,20
91130,91,32,89,146,40,6,0,1,12,9,105,87,31
21130,21,9,33,42,9,0,4,0,4,4,33,39,12
70130,70,14,54,36,4,0,1,0,5,7,25,30,6
51130,51,10,31,19,1,0,0,4,3,5,11,23,10
71130,71,11,42,32,8,6,5,0,0,1,16,25,14
57130,57,5,13,11,2,1,3,2,0,0,0,7,0
25130,25,3,0,3,1,0,4,1,0,0,0,0,0
50130,50,16,44,52,7,0,0,0,0,0,27,49,19
52130,52,11,22,24,9,2,1,0,0,4,0,23,7
33130,33,24,95,143,33,0,10,0,5,2,109,90,45
77130,77,12,44,43,15,0,3,0,14,0,38,44,12
61130,61,9,59,54,16,0,3,0,0,6,39,55,17
88130,88,6,35,30,6,1,3,1,0,0,17,15,11
89130,89,32,151,106,38,5,8,2,20,6,84,107,30
28130,28,30,114,94,30,0,10,0,17,4,79,95,27
10130,10,9,11,15,7,0,0,0,0,2,0,10,6
45130,45,35,133,133,29,0,5,0,53,2,93,133,32
49130,49,20,46,82,25,0,0,0,20,3,47,68,22
32130,32,0,16,29,4,0,1,0,16,0,14,22,8
79130,79,75,266,387,110,19,29,8,0,17,234,267,86
09130,09,7,79,76,29,3,2,5,5,4,90,38,21
58130,58,1,10,9,8,0,0,0,11,0,11,10,1
40130,40,0,15,20,5,0,5,0,0,0,16,16,7
47130,47,3,40,29,7,2,0,0,8,0,32,30,7
86130,86,8,40,53,14,0,8,1,0,0,45,30,10
37130,37,56,167,215,55,4,14,3,12,9,143,179,55
12130,12,23,90,144,29,7,4,3,22,3,115,108,40
18130,18,7,39,39,6,0,0,0,16,0,25,26,9
85130,85,42,138,197,40,0,0,8,2,7,104,188,40
19130,19,11,31,52,15,2,4,1,1,1,38,27,14
41130,41,22,73,67,12,1,1,5,20,2,48,63,15
56130,56,77,277,430,117,11,22,9,30,8,256,328,107
36130,36,6,10,10,9,3,2,0,3,0,6,11,3
39130,39,19,97,79,25,2,7,5,21,0,80,77,23
44130,44,158,488,1030,285,19,38,18,26,9,800,698,295
971130,971,18,93,212,62,17,5,0,18,6,159,93,59
62131,62,11,57,24,13,5,0,0,0,4,28,21,10
02131,02,47,366,192,39,8,19,0,1,4,169,182,42
14131,14,9,21,32,6,6,1,0,7,0,19,22,4
59131,59,215,1166,817,219,28,41,5,64,42,890,699,244
60131,60,4,17,6,4,4,4,4,0,0,1,7,5
91131,91,8,35,49,7,4,6,0,0,0,39,33,14
21131,21,15,51,57,13,0,0,0,2,6,38,43,16
39131,39,13,67,58,7,0,5,6,0,6,48,51,17
57131,57,6,36,20,8,0,3,0,11,0,18,15,5
25131,25,5,5,16,3,0,1,0,0,5,0,11,7
71131,71,17,95,84,28,0,0,5,0,2,68,65,27
52131,52,1,18,2,0,0,4,4,0,3,0,6,2
33131,33,5,18,30,5,4,0,1,0,2,16,14,2
77131,77,321,1308,1330,300,20,50,12,97,71,1180,1033,330
89131,89,8,39,22,8,4,0,0,0,1,12,28,2
88131,88,9,43,31,8,0,0,0,12,0,30,35,8
10131,10,7,44,34,11,4,0,4,0,5,23,33,4
45131,45,7,44,55,10,5,1,0,9,0,34,41,12
49131,49,24,60,95,27,0,5,0,0,5,42,76,27
32131,32,0,12,24,1,0,1,0,3,0,10,20,11
09131,09,2,15,21,4,3,0,0,4,1,18,10,7
79131,79,12,34,45,11,4,2,0,0,4,25,24,6
58131,58,51,284,243,70,14,15,0,43,4,200,181,70
76131,76,21,81,56,18,0,6,1,8,0,63,49,19
12131,12,44,134,210,45,7,11,5,56,2,156,173,50
40131,40,11,66,89,34,5,5,3,0,8,46,58,31
47131,47,13,91,76,20,3,2,5,9,6,76,78,27
85131,85,47,148,200,36,12,14,0,17,4,111,201,33
86131,86,11,66,87,23,5,7,6,3,4,77,60,18
37131,37,32,121,161,44,10,6,1,0,8,111,147,46
22131,22,22,72,126,40,6,10,5,0,5,67,77,36
18131,18,6,0,9,1,0,1,0,0,0,0,0,1
41131,41,30,103,95,30,7,1,5,0,9,64,96,31
19131,19,19,44,75,20,7,3,4,0,1,49,47,18
56131,56,31,114,182,55,2,12,3,7,0,114,134,41
36131,36,12,59,42,8,6,1,2,11,1,44,45,17
44131,44,485,1441,2940,831,68,139,25,127,65,2198,2074,824
971131,971,22,153,330,105,15,19,9,21,15,227,157,119
62132,62,129,805,437,133,28,29,10,25,17,448,332,121
76132,76,10,51,44,18,4,2,1,15,0,47,34,9
02132,02,9,37,23,1,1,0,0,0,6,6,18,3
14132,14,2,17,22,4,0,6,5,15,0,15,18,2
59132,59,16,122,99,20,8,6,2,1,9,98,74,29
60132,60,6,17,22,4,3,6,1,0,5,0,21,3
27132,27,28,138,86,20,3,8,0,16,3,90,83,28
91132,91,35,80,121,29,5,9,3,0,1,114,98,40
21132,21,13,52,48,15,0,5,0,0,0,30,44,13
70132,70,15,98,61,19,0,9,0,13,3,48,66,10
39132,39,0,5,2,0,0,5,4,0,0,1,5,3
57132,57,57,270,203,48,5,14,12,16,12,171,178,48
25132,25,6,13,16,2,0,0,0,1,0,17,19,10
71132,71,69,243,223,66,0,13,9,2,10,167,179,67
52132,52,8,28,15,5,0,5,0,0,1,13,18,5
33132,33,9,53,61,21,0,2,0,14,0,54,48,21
77132,77,87,307,320,74,8,21,6,22,20,276,244,71
89132,89,2,17,12,6,4,1,2,1,2,8,20,9
88132,88,41,186,138,35,10,6,7,9,12,109,114,37
28132,28,21,66,60,20,0,3,1,0,0,41,59,10
10132,10,5,34,22,4,0,1,2,17,0,15,29,7
45132,45,9,40,38,13,1,0,1,0,4,4,37,14
49132,49,30,106,165,41,3,12,1,27,8,111,153,39
32132,32,131,618,727,242,22,40,5,78,33,601,564,248
09132,09,8,23,25,10,6,0,0,4,0,29,17,7
79132,79,6,31,44,15,5,2,4,0,0,14,29,15
58132,58,4,31,21,12,0,5,4,0,0,11,24,10
36132,36,6,12,9,0,0,0,0,0,1,1,6,0
40132,40,25,115,173,57,0,11,5,19,2,145,117,66
47132,47,1,26,22,5,3,0,0,0,0,15,9,7
51132,51,0,18,21,1,0,0,0,17,0,7,13,1
86132,86,6,29,37,6,0,6,1,0,3,21,22,8
37132,37,167,556,746,217,26,34,11,48,26,551,636,196
22132,22,3,14,34,9,0,4,0,10,6,21,17,11
18132,18,2,14,19,2,4,0,0,9,5,15,11,0
85132,85,25,66,91,23,1,2,5,0,3,41,86,21
56132,56,55,195,306,81,13,15,0,0,11,161,215,80
41132,41,12,35,31,6,3,3,0,3,4,30,39,11
19132,19,1,15,22,0,4,1,5,4,2,8,9,1
44132,44,263,891,1788,499,24,66,24,120,43,1370,1221,531
971132,971,81,577,1372,438,57,80,33,99,64,1045,651,443
62133,62,144,1127,580,161,42,21,21,37,21,582,471,168
02133,02,12,61,41,12,5,4,1,0,0,18,36,12
59133,59,28,164,105,32,1,5,1,0,3,109,97,33
60133,60,11,86,53,17,0,1,0,0,0,50,46,12
27133,27,31,169,113,22,5,7,0,10,3,93,99,26
21133,21,8,28,26,12,6,0,1,0,1,25,31,3
78133,78,116,308,745,182,7,18,7,52,28,424,650,173
70133,70,11,42,24,7,4,6,2,0,4,2,28,9
39133,39,0,4,7,4,0,3,0,0,3,0,12,4
57133,57,8,10,7,1,0,6,0,0,4,0,12,8
25133,25,54,241,236,68,9,20,0,13,15,181,220,61
52133,52,4,11,4,5,1,0,1,0,3,5,10,5
33133,33,4,5,9,4,0,0,3,0,0,1,6,8
77133,77,6,18,17,3,1,1,2,21,6,17,13,1
61133,61,16,74,78,19,7,0,4,12,0,47,78,11
89133,89,8,44,24,5,0,0,5,4,0,25,25,10
