dep,datetime,n_cum_dose1,n_cum_dose2,couv_dose1,couv_dose2
08,2021-04-20,59954,22068,22.6,8.3
65,2021-04-20,57802,22100,25.5,9.7
81,2021-04-21,97824,32870,25.2,8.5
48,2021-04-21,19023,8153,24.9,10.7
68,2021-04-21,142012,67224,18.6,8.8
28,2021-04-21,87943,33761,20.5,7.9
95,2021-04-21,190231,78820,15.2,6.3
94,2021-04-21,235049,100856,16.7,7.2
46,2021-04-21,43872,19179,25.3,11.1
80,2021-04-21,122144,48090,21.4,8.4
06,2021-04-21,304584,129558,28.2,12.0
38,2021-04-21,257558,102251,20.4,8.1
59,2021-04-21,508871,203548,19.7,7.9
73,2021-04-21,92527,36395,21.4,8.4
36,2021-04-21,52629,22329,24.2,10.3
88,2021-04-21,82412,35465,22.9,9.9
22,2021-04-21,155258,64116,26.0,10.8
64,2021-04-21,172572,66983,25.3,9.8
16,2021-04-21,76976,29134,22.1,8.4
2B,2021-04-21,46903,19865,25.7,10.9
87,2021-04-21,88394,33604,23.8,9.1
60,2021-04-21,149331,62388,18.1,7.6
90,2021-04-21,27231,12686,19.4,9.1
54,2021-04-21,158108,67353,21.6,9.2
91,2021-04-21,216285,89741,16.4,6.8
34,2021-04-21,251192,99308,21.4,8.4
79,2021-04-21,85402,28277,22.9,7.6
62,2021-04-21,330468,134158,22.7,9.2
10,2021-04-21,65127,29327,21.0,9.5
12,2021-04-21,73173,30371,26.3,10.9
75,2021-04-21,443226,193972,20.6,9.0
56,2021-04-21,179467,60501,23.8,8.0
14,2021-04-21,155774,58424,22.5,8.4
52,2021-04-21,39354,13504,23.3,8.0
41,2021-04-21,73089,29405,22.3,9.0
43,2021-04-21,51277,24817,22.6,10.9
27,2021-04-21,109322,43986,18.2,7.3
15,2021-04-21,38466,14453,26.9,10.1
13,2021-04-21,416823,182576,20.5,9.0
11,2021-04-21,83731,30972,22.5,8.3
08,2021-04-21,61060,22836,23.0,8.6
39,2021-04-21,53877,26153,20.9,10.1
85,2021-04-21,150784,56924,22.1,8.3
77,2021-04-21,215200,89207,15.1,6.3
01,2021-04-21,118236,46476,18.0,7.1
67,2021-04-21,219446,79323,19.4,7.0
30,2021-04-21,158070,67151,21.1,9.0
47,2021-04-21,73417,25327,22.2,7.7
51,2021-04-21,110559,44452,19.6,7.9
21,2021-04-21,111847,48615,21.0,9.1
04,2021-04-21,37081,14939,22.4,9.0
92,2021-04-21,294045,126722,18.2,7.9
65,2021-04-21,58783,23060,25.9,10.2
35,2021-04-21,209743,72532,19.4,6.7
33,2021-04-21,345101,115595,21.1,7.1
86,2021-04-21,94149,37299,21.5,8.5
17,2021-04-21,163337,62252,25.2,9.6
78,2021-04-21,270582,111193,18.7,7.7
83,2021-04-21,251616,100289,23.4,9.3
25,2021-04-21,101556,45135,18.8,8.4
02,2021-04-21,101196,42627,19.2,8.1
57,2021-04-21,227218,120636,21.9,11.6
32,2021-04-21,50003,18383,26.3,9.7
69,2021-04-21,335311,135548,17.9,7.2
61,2021-04-21,67004,26264,24.2,9.5
58,2021-04-21,50053,21317,25.1,10.7
40,2021-04-21,108437,40726,26.3,9.9
09,2021-04-21,36134,13982,23.7,9.2
26,2021-04-21,106224,45149,20.4,8.7
55,2021-04-21,42219,14432,23.2,7.9
2A,2021-04-21,42964,21372,26.5,13.2
23,2021-04-21,30517,12805,26.2,11.0
44,2021-04-21,263704,87759,18.3,6.1
37,2021-04-21,126075,41841,20.8,6.9
74,2021-04-21,138135,54119,16.7,6.5
66,2021-04-21,109907,41068,22.9,8.6
42,2021-04-21,161503,65750,21.1,8.6
29,2021-04-21,213757,72393,23.6,8.0
05,2021-04-21,33705,13308,23.8,9.4
70,2021-04-21,49801,21507,21.4,9.2
93,2021-04-21,195045,81815,11.7,4.9
76,2021-04-21,260655,102276,21.0,8.2
50,2021-04-21,124115,49475,25.3,10.1
63,2021-04-21,145669,53667,22.1,8.1
07,2021-04-21,73577,32330,22.5,9.9
19,2021-04-21,58620,25891,24.4,10.8
84,2021-04-21,109366,40927,19.5,7.3
89,2021-04-21,67692,29844,20.4,9.0
45,2021-04-21,121009,45257,17.7,6.6
72,2021-04-21,102154,38029,18.2,6.8
31,2021-04-21,270066,81135,19.3,5.8
71,2021-04-21,124751,58407,22.8,10.7
24,2021-04-21,105276,36621,25.8,9.0
82,2021-04-21,53483,19596,20.4,7.5
53,2021-04-21,63760,26941,20.9,8.8
18,2021-04-21,68844,28636,23.2,9.7
03,2021-04-21,83660,39120,25.3,11.8
49,2021-04-21,173111,62004,21.2,7.6
40,2021-04-22,110609,42581,26.8,10.3
64,2021-04-22,175807,69603,25.7,10.2
52,2021-04-22,40766,14198,24.1,8.4
89,2021-04-22,68750,30999,20.7,9.3
63,2021-04-22,147713,56029,22.4,8.5
60,2021-04-22,152006,64899,18.4,7.9
77,2021-04-22,219276,93454,15.4,6.6
74,2021-04-22,140618,56420,17.0,6.8
72,2021-04-22,105165,39938,18.8,7.1
26,2021-04-22,108515,46738,20.8,9.0
23,2021-04-22,31096,13289,26.7,11.4
53,2021-04-22,64941,28529,21.3,9.3
66,2021-04-22,112423,42272,23.5,8.8
41,2021-04-22,75286,30792,23.0,9.4
36,2021-04-22,54064,23176,24.9,10.7
44,2021-04-22,270718,90355,18.8,6.3
95,2021-04-22,193784,82892,15.5,6.6
2B,2021-04-22,47771,20566,26.2,11.3
21,2021-04-22,113161,50761,21.2,9.5
13,2021-04-22,424958,190183,20.9,9.3
05,2021-04-22,34102,13852,24.1,9.8
68,2021-04-22,145194,69170,19.0,9.1
04,2021-04-22,37740,15712,22.8,9.5
14,2021-04-22,159776,60494,23.1,8.7
73,2021-04-22,94479,37669,21.8,8.7
69,2021-04-22,341648,140743,18.2,7.5
12,2021-04-22,74853,31432,26.9,11.3
03,2021-04-22,85320,40123,25.8,12.1
35,2021-04-22,215821,74812,19.9,6.9
10,2021-04-22,66016,30269,21.3,9.8
08,2021-04-22,62321,23721,23.5,8.9
17,2021-04-22,166510,64558,25.7,10.0
54,2021-04-22,161691,69710,22.1,9.5
30,2021-04-22,161632,69503,21.6,9.3
15,2021-04-22,39140,15242,27.4,10.7
39,2021-04-22,54883,27221,21.3,10.6
02,2021-04-22,103079,43467,19.6,8.3
90,2021-04-22,27702,13175,19.8,9.4
94,2021-04-22,238958,104634,17.0,7.4
07,2021-04-22,75216,33263,23.0,10.2
48,2021-04-22,19325,8638,25.3,11.3
57,2021-04-22,230643,122960,22.3,11.9
32,2021-04-22,51653,18812,27.2,9.9
70,2021-04-22,50644,22361,21.7,9.6
82,2021-04-22,54881,19893,20.9,7.6
45,2021-04-22,124497,47246,18.2,6.9
49,2021-04-22,177604,64105,21.8,7.9
29,2021-04-22,220454,75304,24.3,8.3
62,2021-04-22,334634,139293,23.0,9.6
79,2021-04-22,87104,29397,23.4,7.9
83,2021-04-22,256678,104634,23.9,9.7
01,2021-04-22,121164,48244,18.4,7.3
25,2021-04-22,103486,46818,19.2,8.7
78,2021-04-22,275652,116314,19.0,8.0
86,2021-04-22,96402,38613,22.0,8.8
76,2021-04-22,265098,107440,21.3,8.6
93,2021-04-22,198569,85497,11.9,5.1
65,2021-04-22,60260,23765,26.6,10.5
92,2021-04-22,299253,132219,18.5,8.2
34,2021-04-22,255836,103947,21.8,8.8
18,2021-04-22,70194,29484,23.7,9.9
75,2021-04-22,450558,199826,21.0,9.3
71,2021-04-22,127122,60660,23.2,11.1
56,2021-04-22,184514,62437,24.4,8.3
31,2021-04-22,276535,84409,19.7,6.0
84,2021-04-22,112173,42613,20.0,7.6
43,2021-04-22,51982,25779,22.9,11.4
11,2021-04-22,85544,32257,23.0,8.7
85,2021-04-22,154549,59098,22.6,8.7
91,2021-04-22,220064,93439,16.7,7.1
50,2021-04-22,127103,51270,25.9,10.4
19,2021-04-22,59709,26770,24.8,11.1
28,2021-04-22,89779,35000,20.9,8.2
22,2021-04-22,158692,67113,26.6,11.3
24,2021-04-22,107511,38020,26.3,9.3
88,2021-04-22,84288,37004,23.4,10.3
46,2021-04-22,45038,19796,26.0,11.4
06,2021-04-22,312004,133632,28.9,12.4
38,2021-04-22,263455,105338,20.8,8.3
47,2021-04-22,75293,26352,22.8,8.0
33,2021-04-22,352219,119916,21.6,7.3
37,2021-04-22,129626,43359,21.4,7.2
67,2021-04-22,223866,82234,19.8,7.3
59,2021-04-22,517246,209124,20.0,8.1
27,2021-04-22,111620,45529,18.6,7.6
2A,2021-04-22,43759,22001,26.9,13.5
55,2021-04-22,43221,15170,23.8,8.4
51,2021-04-22,113023,46053,20.0,8.2
09,2021-04-22,36731,14517,24.1,9.5
58,2021-04-22,50764,22640,25.4,11.3
80,2021-04-22,124353,49443,21.8,8.7
16,2021-04-22,79102,30143,22.7,8.7
61,2021-04-22,68172,27391,24.6,9.9
87,2021-04-22,90943,34755,24.5,9.4
81,2021-04-22,100586,34004,25.9,8.8
42,2021-04-22,165023,67683,21.6,8.9
84,2021-04-23,114908,44421,20.5,7.9
07,2021-04-23,76567,34231,23.4,10.5
33,2021-04-23,359700,124551,22.0,7.6
44,2021-04-23,278049,93598,19.3,6.5
49,2021-04-23,181988,66386,22.3,8.1
55,2021-04-23,44532,15803,24.5,8.7
74,2021-04-23,143126,58619,17.3,7.1
82,2021-04-23,55915,20455,21.3,7.8
72,2021-04-23,108594,41530,19.4,7.4
42,2021-04-23,168567,69709,22.0,9.1
51,2021-04-23,116045,47816,20.6,8.5
89,2021-04-23,70414,32891,21.2,9.9
19,2021-04-23,60896,27747,25.3,11.5
24,2021-04-23,109497,39463,26.8,9.7
53,2021-04-23,66372,29528,21.7,9.7
76,2021-04-23,270362,113092,21.7,9.1
66,2021-04-23,114650,43456,23.9,9.1
50,2021-04-23,129758,53202,26.4,10.8
70,2021-04-23,51570,23161,22.1,9.9
32,2021-04-23,52212,19042,27.5,10.0
31,2021-04-23,282885,87176,20.2,6.2
57,2021-04-23,234874,125591,22.7,12.1
83,2021-04-23,261201,109140,24.3,10.2
58,2021-04-23,51653,23341,25.9,11.7
05,2021-04-23,34615,14494,24.4,10.2
25,2021-04-23,105440,48627,19.5,9.0
69,2021-04-23,348315,145501,18.6,7.8
40,2021-04-23,112874,44000,27.4,10.7
02,2021-04-23,105153,44910,20.0,8.5
78,2021-04-23,281426,121357,19.4,8.4
29,2021-04-23,226553,77586,25.0,8.6
17,2021-04-23,168960,67233,26.1,10.4
86,2021-04-23,98742,40074,22.6,9.2
09,2021-04-23,37446,14905,24.6,9.8
93,2021-04-23,202307,88572,12.1,5.3
35,2021-04-23,222281,77077,20.5,7.1
92,2021-04-23,305023,137185,18.9,8.5
04,2021-04-23,38416,16247,23.3,9.8
26,2021-04-23,110473,48293,21.2,9.3
18,2021-04-23,71581,30245,24.1,10.2
23,2021-04-23,31622,13631,27.2,11.7
65,2021-04-23,61314,24785,27.0,10.9
2A,2021-04-23,44634,22733,27.5,14.0
71,2021-04-23,129817,62748,23.7,11.5
37,2021-04-23,133343,45190,22.0,7.5
61,2021-04-23,69322,28421,25.0,10.3
45,2021-04-23,127950,49099,18.7,7.2
87,2021-04-23,92947,35941,25.1,9.7
21,2021-04-23,115198,52512,21.6,9.9
67,2021-04-23,229013,85229,20.2,7.5
73,2021-04-23,96464,38953,22.3,9.0
11,2021-04-23,87530,33456,23.5,9.0
41,2021-04-23,77022,31815,23.5,9.7
14,2021-04-23,164209,62742,23.7,9.1
56,2021-04-23,189617,64923,25.1,8.6
59,2021-04-23,525583,214869,20.3,8.3
47,2021-04-23,77017,27454,23.3,8.3
75,2021-04-23,458542,205951,21.3,9.6
12,2021-04-23,76218,32728,27.4,11.8
30,2021-04-23,165187,71843,22.1,9.6
03,2021-04-23,87690,41406,26.5,12.5
39,2021-04-23,55359,27599,21.5,10.7
10,2021-04-23,68039,31024,22.0,10.0
15,2021-04-23,39859,15891,27.9,11.1
63,2021-04-23,149804,59111,22.7,9.0
62,2021-04-23,338799,144565,23.3,10.0
27,2021-04-23,114258,46906,19.0,7.8
01,2021-04-23,124022,49849,18.9,7.6
52,2021-04-23,42101,14839,24.9,8.8
08,2021-04-23,63926,24889,24.1,9.4
77,2021-04-23,223890,97522,15.7,6.9
34,2021-04-23,261395,107470,22.2,9.1
68,2021-04-23,148482,71214,19.5,9.3
94,2021-04-23,243233,108543,17.3,7.7
64,2021-04-23,178956,72110,26.2,10.6
2B,2021-04-23,48361,21165,26.5,11.6
46,2021-04-23,45979,20441,26.6,11.8
88,2021-04-23,86083,38913,23.9,10.8
22,2021-04-23,162334,70088,27.2,11.8
60,2021-04-23,154678,67351,18.7,8.2
54,2021-04-23,165458,71901,22.7,9.8
38,2021-04-23,269717,108441,21.3,8.6
48,2021-04-23,19576,8912,25.7,11.7
81,2021-04-23,103338,35028,26.6,9.0
28,2021-04-23,92116,36146,21.5,8.4
80,2021-04-23,127044,50855,22.3,8.9
90,2021-04-23,28139,13773,20.1,9.8
16,2021-04-23,81336,31276,23.4,9.0
91,2021-04-23,224425,96980,17.0,7.4
79,2021-04-23,88449,30610,23.7,8.2
85,2021-04-23,158561,61209,23.2,9.0
95,2021-04-23,197057,86275,15.8,6.9
13,2021-04-23,433076,196801,21.3,9.7
43,2021-04-23,52495,26834,23.1,11.8
36,2021-04-23,55269,23799,25.5,11.0
06,2021-04-23,319471,137651,29.6,12.8
54,2021-04-24,167723,72895,23.0,10.0
83,2021-04-24,263838,111809,24.6,10.4
87,2021-04-24,93978,36554,25.3,9.9
27,2021-04-24,117450,48112,19.6,8.0
15,2021-04-24,40235,16029,28.2,11.2
63,2021-04-24,151007,60287,22.9,9.1
77,2021-04-24,229942,100555,16.2,7.1
37,2021-04-24,134496,45636,22.2,7.5
16,2021-04-24,82115,31331,23.6,9.0
55,2021-04-24,44897,15961,24.7,8.8
26,2021-04-24,111861,49052,21.5,9.4
57,2021-04-24,238403,128202,23.0,12.4
74,2021-04-24,144525,60112,17.4,7.3
51,2021-04-24,117876,48757,20.9,8.6
66,2021-04-24,117184,44302,24.5,9.2
36,2021-04-24,55927,24179,25.8,11.1
52,2021-04-24,42629,15146,25.2,8.9
81,2021-04-24,104596,35799,27.0,9.2
01,2021-04-24,125359,50440,19.1,7.7
32,2021-04-24,53557,19146,28.2,10.1
33,2021-04-24,364120,126299,22.3,7.7
53,2021-04-24,66554,29562,21.8,9.7
76,2021-04-24,274422,115185,22.1,9.3
28,2021-04-24,95569,36354,22.3,8.5
90,2021-04-24,28370,13892,20.2,9.9
50,2021-04-24,131579,54579,26.8,11.1
49,2021-04-24,184600,67576,22.6,8.3
19,2021-04-24,61556,28399,25.6,11.8
06,2021-04-24,321667,139125,29.8,12.9
82,2021-04-24,56957,20664,21.7,7.9
70,2021-04-24,52027,23811,22.3,10.2
68,2021-04-24,149341,71756,19.6,9.4
11,2021-04-24,89223,33890,23.9,9.1
71,2021-04-24,130390,62851,23.8,11.5
38,2021-04-24,272709,109941,21.6,8.7
65,2021-04-24,62465,25336,27.5,11.2
18,2021-04-24,72907,31499,24.6,10.6
92,2021-04-24,310326,139766,19.2,8.7
04,2021-04-24,38563,16315,23.3,9.9
10,2021-04-24,70130,31424,22.6,10.1
12,2021-04-24,77546,33404,27.9,12.0
94,2021-04-24,247555,111768,17.6,7.9
86,2021-04-24,99970,40588,22.9,9.3
89,2021-04-24,71551,34005,21.5,10.2
35,2021-04-24,223550,77465,20.7,7.2
34,2021-04-24,264666,109130,22.5,9.3
39,2021-04-24,55664,27745,21.6,10.8
56,2021-04-24,192422,65556,25.5,8.7
05,2021-04-24,34930,14866,24.6,10.5
25,2021-04-24,106764,49395,19.8,9.2
75,2021-04-24,464802,209557,21.6,9.8
64,2021-04-24,180862,73606,26.5,10.8
21,2021-04-24,116209,53350,21.8,10.0
95,2021-04-24,200676,88646,16.1,7.1
40,2021-04-24,114297,44657,27.7,10.8
73,2021-04-24,97533,39673,22.5,9.2
14,2021-04-24,166064,64535,24.0,9.3
93,2021-04-24,205932,91252,12.3,5.5
47,2021-04-24,78535,28235,23.8,8.5
30,2021-04-24,166565,72981,22.3,9.8
46,2021-04-24,46426,20478,26.8,11.8
62,2021-04-24,343242,151306,23.6,10.4
22,2021-04-24,164139,71772,27.5,12.0
42,2021-04-24,170691,71203,22.3,9.3
85,2021-04-24,160214,62707,23.5,9.2
91,2021-04-24,228476,100358,17.3,7.6
43,2021-04-24,52885,27748,23.3,12.2
59,2021-04-24,531005,222844,20.5,8.6
03,2021-04-24,88947,42326,26.8,12.8
88,2021-04-24,87121,39662,24.2,11.0
79,2021-04-24,89130,31001,23.9,8.3
24,2021-04-24,110235,40199,27.0,9.8
02,2021-04-24,106875,46588,20.3,8.9
31,2021-04-24,284913,90531,20.3,6.5
60,2021-04-24,157040,70586,19.0,8.6
13,2021-04-24,437611,200453,21.5,9.9
67,2021-04-24,232028,87192,20.5,7.7
48,2021-04-24,19693,9016,25.8,11.8
72,2021-04-24,110264,41878,19.7,7.5
44,2021-04-24,282052,95636,19.6,6.7
23,2021-04-24,32389,14056,27.9,12.1
09,2021-04-24,38063,15447,25.0,10.1
69,2021-04-24,351542,147517,18.7,7.9
58,2021-04-24,51868,23563,26.0,11.8
41,2021-04-24,78444,32094,23.9,9.8
17,2021-04-24,170626,68171,26.4,10.5
2B,2021-04-24,48641,21908,26.7,12.0
07,2021-04-24,77492,34537,23.7,10.6
29,2021-04-24,230506,79010,25.4,8.7
45,2021-04-24,130227,50030,19.1,7.3
2A,2021-04-24,46176,23647,28.4,14.6
61,2021-04-24,70477,29122,25.5,10.5
84,2021-04-24,116296,44775,20.7,8.0
08,2021-04-24,65158,25526,24.5,9.6
80,2021-04-24,128537,52191,22.6,9.2
78,2021-04-24,287288,124517,19.8,8.6
93,2021-04-25,207341,91989,12.4,5.5
92,2021-04-25,312465,140335,19.4,8.7
37,2021-04-25,134669,45647,22.2,7.5
61,2021-04-25,70750,29389,25.6,10.6
18,2021-04-25,73206,31705,24.7,10.7
2A,2021-04-25,47020,23924,28.9,14.7
25,2021-04-25,106895,49505,19.8,9.2
31,2021-04-25,285720,92623,20.4,6.6
29,2021-04-25,230930,79169,25.5,8.7
33,2021-04-25,365722,126723,22.4,7.8
72,2021-04-25,111137,41904,19.8,7.5
10,2021-04-25,71997,32602,23.2,10.5
39,2021-04-25,55683,27749,21.6,10.8
41,2021-04-25,79236,32109,24.2,9.8
15,2021-04-25,40244,16038,28.2,11.2
63,2021-04-25,151541,60696,23.0,9.2
77,2021-04-25,234560,101974,16.5,7.2
64,2021-04-25,181106,73802,26.5,10.8
87,2021-04-25,94086,36660,25.4,9.9
80,2021-04-25,128812,52785,22.6,9.3
67,2021-04-25,233018,87636,20.6,7.7
47,2021-04-25,78795,28571,23.9,8.6
81,2021-04-25,105029,36488,27.1,9.4
38,2021-04-25,273598,110616,21.6,8.7
62,2021-04-25,345189,154818,23.8,10.7
56,2021-04-25,192879,65700,25.5,8.7
71,2021-04-25,130432,62858,23.8,11.5
85,2021-04-25,161166,63276,23.6,9.3
28,2021-04-25,96470,36425,22.5,8.5
88,2021-04-25,87161,39665,24.2,11.0
24,2021-04-25,110301,40209,27.0,9.8
50,2021-04-25,132070,54848,26.9,11.2
42,2021-04-25,172063,72098,22.5,9.4
06,2021-04-25,321775,139167,29.8,12.9
55,2021-04-25,45239,16010,24.9,8.8
30,2021-04-25,167231,73088,22.3,9.8
94,2021-04-25,249789,112868,17.8,8.0
12,2021-04-25,77618,33411,27.9,12.0
14,2021-04-25,166526,64614,24.1,9.3
90,2021-04-25,28381,13893,20.3,9.9
60,2021-04-25,158277,72393,19.2,8.8
2B,2021-04-25,48902,22365,26.8,12.3
53,2021-04-25,66598,29606,21.8,9.7
08,2021-04-25,65190,25730,24.6,9.7
82,2021-04-25,57592,20710,21.9,7.9
70,2021-04-25,52044,23818,22.3,10.2
45,2021-04-25,130670,50127,19.1,7.3
89,2021-04-25,71730,34023,21.6,10.2
35,2021-04-25,223609,77491,20.7,7.2
17,2021-04-25,171247,68398,26.5,10.6
05,2021-04-25,35199,14897,24.8,10.5
69,2021-04-25,353664,148983,18.9,7.9
23,2021-04-25,32403,14058,27.9,12.1
26,2021-04-25,112370,49132,21.6,9.4
44,2021-04-25,284079,96672,19.8,6.7
66,2021-04-25,118310,44573,24.7,9.3
73,2021-04-25,97628,39777,22.6,9.2
51,2021-04-25,118069,48936,20.9,8.7
54,2021-04-25,168012,73171,23.0,10.0
95,2021-04-25,202536,89680,16.2,7.2
09,2021-04-25,38137,15559,25.0,10.2
83,2021-04-25,265672,113310,24.7,10.6
78,2021-04-25,290587,126330,20.1,8.7
86,2021-04-25,100741,40615,23.0,9.3
65,2021-04-25,62502,25353,27.6,11.2
84,2021-04-25,116384,44802,20.7,8.0
19,2021-04-25,62197,28471,25.9,11.8
76,2021-04-25,275392,115524,22.1,9.3
46,2021-04-25,46692,20488,27.0,11.8
22,2021-04-25,164200,71800,27.5,12.0
43,2021-04-25,52996,28152,23.4,12.4
11,2021-04-25,89920,34063,24.1,9.1
75,2021-04-25,467414,210566,21.8,9.8
34,2021-04-25,266548,109754,22.7,9.3
01,2021-04-25,125501,50470,19.1,7.7
79,2021-04-25,89171,31002,23.9,8.3
27,2021-04-25,118370,49054,19.7,8.2
03,2021-04-25,89317,42351,27.0,12.8
16,2021-04-25,82237,31341,23.6,9.0
59,2021-04-25,534137,228729,20.6,8.8
36,2021-04-25,56301,24283,25.9,11.2
52,2021-04-25,42649,15232,25.2,9.0
68,2021-04-25,149555,71778,19.6,9.4
58,2021-04-25,51884,23564,26.0,11.8
13,2021-04-25,438526,200986,21.6,9.9
91,2021-04-25,231114,101062,17.5,7.7
04,2021-04-25,38568,16323,23.3,9.9
57,2021-04-25,239207,129322,23.1,12.5
07,2021-04-25,78209,34618,23.9,10.6
40,2021-04-25,114399,44751,27.8,10.9
74,2021-04-25,144755,60259,17.5,7.3
48,2021-04-25,19699,9029,25.8,11.8
49,2021-04-25,184659,67870,22.6,8.3
21,2021-04-25,116230,53514,21.8,10.0
32,2021-04-25,53570,19164,28.2,10.1
02,2021-04-25,107355,46891,20.4,8.9
63,2021-04-26,153069,62955,23.2,9.5
67,2021-04-26,236157,90205,20.9,8.0
16,2021-04-26,83529,32143,24.0,9.2
65,2021-04-26,63954,26505,28.2,11.7
04,2021-04-26,38769,16940,23.5,10.3
03,2021-04-26,90618,42847,27.4,12.9
27,2021-04-26,120362,50401,20.0,8.4
84,2021-04-26,118469,46199,21.1,8.2
13,2021-04-26,444525,207740,21.8,10.2
41,2021-04-26,80616,32747,24.6,10.0
79,2021-04-26,90608,32721,24.3,8.8
06,2021-04-26,325457,141406,30.2,13.1
91,2021-04-26,235104,104068,17.8,7.9
19,2021-04-26,63299,28810,26.3,12.0
46,2021-04-26,47376,21123,27.4,12.2
86,2021-04-26,102686,41447,23.5,9.5
22,2021-04-26,167336,74428,28.1,12.5
11,2021-04-26,91274,34873,24.5,9.4
77,2021-04-26,238690,104519,16.8,7.3
43,2021-04-26,53478,29070,23.6,12.8
02,2021-04-26,108756,47565,20.7,9.0
34,2021-04-26,270805,113258,23.0,9.6
01,2021-04-26,127614,52277,19.4,8.0
76,2021-04-26,279753,119685,22.5,9.6
78,2021-04-26,295583,129960,20.4,9.0
58,2021-04-26,52603,23838,26.4,11.9
83,2021-04-26,269214,117172,25.1,10.9
56,2021-04-26,197311,67361,26.1,8.9
85,2021-04-26,164797,65565,24.1,9.6
71,2021-04-26,132709,64848,24.2,11.8
38,2021-04-26,278149,113293,22.0,9.0
28,2021-04-26,97815,37372,22.8,8.7
88,2021-04-26,88265,40705,24.6,11.3
21,2021-04-26,117349,55084,22.0,10.3
24,2021-04-26,111718,41709,27.4,10.2
33,2021-04-26,370721,131641,22.7,8.1
50,2021-04-26,134148,56724,27.3,11.6
31,2021-04-26,289677,96251,20.7,6.9
92,2021-04-26,317034,144302,19.6,8.9
93,2021-04-26,210965,94776,12.6,5.7
81,2021-04-26,106091,38818,27.4,10.0
47,2021-04-26,80228,29923,24.3,9.1
61,2021-04-26,71417,30336,25.8,11.0
25,2021-04-26,108686,51279,20.1,9.5
18,2021-04-26,74392,32597,25.1,11.0
37,2021-04-26,137652,47017,22.7,7.8
07,2021-04-26,79265,35387,24.2,10.8
2A,2021-04-26,47318,24142,29.1,14.9
42,2021-04-26,175019,73832,22.9,9.7
51,2021-04-26,120042,49664,21.3,8.8
49,2021-04-26,188058,70047,23.0,8.6
55,2021-04-26,45673,16803,25.1,9.3
80,2021-04-26,130267,54285,22.9,9.5
09,2021-04-26,38519,16036,25.3,10.5
59,2021-04-26,540396,232467,20.9,9.0
87,2021-04-26,95404,37543,25.7,10.1
64,2021-04-26,183572,76396,26.9,11.2
36,2021-04-26,57369,24738,26.4,11.4
75,2021-04-26,473944,215442,22.1,10.0
62,2021-04-26,347629,157371,23.9,10.8
14,2021-04-26,169678,66181,24.5,9.6
23,2021-04-26,32966,14325,28.4,12.3
15,2021-04-26,40572,16639,28.4,11.7
10,2021-04-26,72711,33238,23.5,10.7
69,2021-04-26,358254,152778,19.1,8.1
40,2021-04-26,115801,45912,28.1,11.1
90,2021-04-26,28778,14488,20.5,10.3
74,2021-04-26,147009,62634,17.7,7.6
60,2021-04-26,160179,74923,19.4,9.1
57,2021-04-26,242336,131457,23.4,12.7
05,2021-04-26,35550,15563,25.1,11.0
2B,2021-04-26,49538,23230,27.2,12.7
39,2021-04-26,56246,28767,21.8,11.2
53,2021-04-26,67082,30724,22.0,10.1
17,2021-04-26,173795,70928,26.9,11.0
08,2021-04-26,66136,25893,24.9,9.8
95,2021-04-26,205573,92168,16.5,7.4
35,2021-04-26,228375,79667,21.1,7.4
45,2021-04-26,133049,51343,19.5,7.5
82,2021-04-26,58290,21334,22.2,8.1
70,2021-04-26,53108,24465,22.8,10.5
72,2021-04-26,114802,43530,20.5,7.8
12,2021-04-26,78970,34308,28.4,12.3
94,2021-04-26,253720,116046,18.0,8.3
48,2021-04-26,19828,9266,26.0,12.1
68,2021-04-26,151811,73878,19.9,9.7
52,2021-04-26,43259,15733,25.6,9.3
66,2021-04-26,120159,45749,25.1,9.6
54,2021-04-26,170296,74548,23.3,10.2
32,2021-04-26,53930,19604,28.4,10.3
29,2021-04-26,236269,81123,26.1,8.9
73,2021-04-26,98878,41147,22.9,9.5
44,2021-04-26,289736,99534,20.2,6.9
30,2021-04-26,169260,75405,22.6,10.1
89,2021-04-26,73170,34772,22.0,10.5
26,2021-04-26,113677,50575,21.8,9.7
29,2021-04-27,241678,84472,26.7,9.3
50,2021-04-27,136492,58703,27.8,12.0
89,2021-04-27,74891,35812,22.6,10.8
2A,2021-04-27,47620,24497,29.3,15.1
35,2021-04-27,234084,82793,21.6,7.7
85,2021-04-27,169166,67767,24.8,9.9
66,2021-04-27,122728,47011,25.6,9.8
64,2021-04-27,186379,79391,27.3,11.6
71,2021-04-27,135524,67025,24.7,12.2
17,2021-04-27,176907,73531,27.3,11.4
31,2021-04-27,294405,100321,21.0,7.2
28,2021-04-27,99335,38758,23.1,9.0
37,2021-04-27,141930,48889,23.4,8.1
26,2021-04-27,115507,52228,22.2,10.0
07,2021-04-27,80617,36876,24.7,11.3
24,2021-04-27,113635,43631,27.8,10.7
74,2021-04-27,150088,65432,18.1,7.9
25,2021-04-27,111511,52897,20.7,9.8
21,2021-04-27,119270,56982,22.4,10.7
33,2021-04-27,377097,137138,23.1,8.4
92,2021-04-27,324032,149921,20.1,9.3
44,2021-04-27,297218,103752,20.7,7.2
23,2021-04-27,33600,14756,28.9,12.7
42,2021-04-27,178013,76080,23.3,9.9
69,2021-04-27,364870,157884,19.4,8.4
61,2021-04-27,72811,31371,26.3,11.3
88,2021-04-27,89493,42326,24.9,11.8
93,2021-04-27,216072,97940,12.9,5.9
